about,privacy,location
erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,False,Himensulan
vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,True,Sanzao
congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui,True,Biting
aliquam erat volutpat in congue etiam justo etiam pretium iaculis,False,Marija Bistrica
vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,False,Cergy-Pontoise
fusce posuere felis sed lacus morbi sem mauris laoreet ut,True,Il’ka
justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,False,Dualing
ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,True,Krasnoye
sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,False,Bulualto
pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,True,Baffa
diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,True,Esik
rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,False,Shajing
pellentesque quisque porta volutpat erat quisque erat eros viverra eget,False,Gevgelija
sed accumsan felis ut at dolor quis odio consequat varius integer ac,False,Bang Lamung
morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,False,El Cantón
ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,False,Longshan
lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,False,Muslyumovo
morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,True,Bořetice
purus phasellus in felis donec semper sapien a libero nam dui proin leo,False,Taikang
habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,False,Huaishu
lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,True,Salegading
id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,False,Krajan
phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,False,Rudnya
duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,True,Tengger
primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,False,Le Cannet
eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,False,Cherbourg-Octeville
eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,False,Cipeundeuy
porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,True,Loei
hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,True,Notre-Dame-de-l'Île-Perrot
massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,True,Mojoagung
magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,False,Daga
lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,True,Rucheng Chengguanzhen
eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,True,Zarszyn
sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,False,Zhongzhai
cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,True,Wotan
in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,False,Dajing
proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,True,Resapombo
ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,False,Tranås
erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,True,Zhuangshi
imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,False,Bahía Blanca
nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,False,Emiliano Zapata
duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,True,Tiniguiban
mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue,True,Llocllapampa
quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,False,Kosamphi Nakhon
congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,True,Oefau
convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,False,Nahāvand
sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,True,Kalāleh
nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,False,Yangjia
arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,True,Poigar
augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,False,Chalon-sur-Saône
eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,True,Kanugrahan
mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,True,Rukungiri
sed interdum venenatis turpis enim blandit mi in porttitor pede justo,False,Paclolo
dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,True,Tungdor
odio odio elementum eu interdum eu tincidunt in leo maecenas,False,Jagdaqi
eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,True,Korsun’-Shevchenkivs’kyy
sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,True,Itatiba
phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat,False,Darong
luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,True,Saparua
nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,True,Ramada
in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,False,Kwangyang
ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,False,Чегране
proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,True,Bayan Huxu
justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,False,Jiushe
nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,True,Bratsk
metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,True,Bitam
sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,False,Jardoeira
etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,True,Kanie
nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,True,Sonsón
eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,True,Dukuhtengah
facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,False,Kubangwaru
in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,True,Charlottetown
molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,False,Puzi
nulla tellus in sagittis dui vel nisl duis ac nibh fusce,True,Runjin
tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,True,Ipil
morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,False,Ytterby
ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,False,Marina
quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,True,La Esperanza
suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,False,Tyringe
viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,False,Željezno Polje
libero nam dui proin leo odio porttitor id consequat in consequat ut,False,Pankovka
nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,True,Xinying
luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,False,Soutinho
curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,False,Muricay
sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,True,San Pedro
nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,True,Huanghai
diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,False,Kukurečani
varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,False,Mondorf-les-Bains
non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,True,Perosinho
sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,True,Conde
donec dapibus duis at velit eu est congue elementum in,True,Port Maria
diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,False,Ostrów Lubelski
iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,False,Rajūzah
sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,False,Chengjiao Chengguanzhen
mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,True,Shuanghe
vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,False,Pedro Juan Caballero
amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,False,Huangzhuang
pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,True,Cisompet
vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,True,Lincheng
sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,True,Oslo
nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,False,San Marcos
nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,False,Mama
in purus eu magna vulputate luctus cum sociis natoque penatibus et,False,Mabusag
sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,True,Besukrejo
tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,True,Parada de Todeia
leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,False,Calibutbut
leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,True,Huité
ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,True,Quibdó
velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,True,Tanzhesi
vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus,False,Słotowa
tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,True,Blawi
placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,False,Cipesing
lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,True,Papineauville
nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,False,Chaeryŏng-ŭp
nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,True,Pocora
pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,True,Älvdalen
duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,True,Taypano
duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,True,Dayton
ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,False,Ponjen
ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,False,San Martín
dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,True,Huainan
a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,True,Cần Giờ
lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,True,Štěnovice
eleifend luctus ultricies eu nibh quisque id justo sit amet,True,Rahama
odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,False,Parachinar
platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,True,Dengjia
sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,False,Tottori
nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,True,Charlottenberg
faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,True,Gwoźnica Górna
ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,False,Živinice
vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,True,Jalingo
faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,False,Santa Cecília
morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,False,Cañazas
quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,True,Qiziltepa Shahri
congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,False,Lancheng
duis at velit eu est congue elementum in hac habitasse,False,Ikhtiman
pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,False,Chinchero
vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,True,Bestala
maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque,True,Xiagong
erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,True,Kitami
nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,False,Hat Yai
pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,False,Lisui
accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,True,Pshada
duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,False,Salt Lake City
aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,True,Jardim do Seridó
integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,False,Zougang
ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,True,Sātkania
erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,False,Zhixia
vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,False,Na Chueak
mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,True,Yanji
congue risus semper porta volutpat quam pede lobortis ligula sit amet,True,Quarteira
est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,False,Itapuí
at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,False,Neietsu
vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,True,Sơn Trà
habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,True,Gonça
nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,False,Piripiri
aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,False,Shuanghekou
mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,True,Cibolek Kidul
primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,False,Tours
quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,False,Chunxi
aliquam non mauris morbi non lectus aliquam sit amet diam,True,Yaguaraparo
ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,True,La Argentina
mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,False,Yugawara
ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,False,Idrinskoye
pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,False,Vargem Grande
tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,True,Ladushkin
vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,True,Dubrava
ligula vehicula consequat morbi a ipsum integer a nibh in quis,True,São Lourenço de Mamporcão
aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,False,Mananara
hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,True,Zhongluotan
erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,False,Xiniqi
in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,False,Samal
pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,True,Wirral
nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,False,Lumbatan
morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,True,Qiting
elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,True,Xitou
est et tempus semper est quam pharetra magna ac consequat,True,Proboštov
lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,True,Banraeaba Village
in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,True,Ágios Spyrídon
fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,True,Mirovice
ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,True,Štoky
cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,False,Libu
fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,True,Khudāydād Khēl
justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,False,Sosnowiec
nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,True,Prómachoi
rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,False,Portelinha
quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,False,Arrifes
mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,False,Niquelândia
varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,False,Abade de Neiva
vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,False,Sokolovyy
turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,False,Nong Kung Si
turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,False,Ombul Barat
enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,True,Fenais da Luz
erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,False,Lenger
justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,True,Ewarton
at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,True,Markova
mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,True,Bagakay
congue elementum in hac habitasse platea dictumst morbi vestibulum velit,False,Santiago dos Velhos
nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,True,Santa Monica
rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,False,Cisadap
dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,False,Nowa Sól
suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,False,Hrušica
elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,True,Dongyuan
blandit nam nulla integer pede justo lacinia eget tincidunt eget,False,Kungsör
massa id nisl venenatis lacinia aenean sit amet justo morbi ut,True,Bondoufle
magna vulputate luctus cum sociis natoque penatibus et magnis dis,False,Loma
odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,True,Songying
odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,True,Beiqijia
a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,True,Gujiadian
cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,False,Leipzig
varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,False,Kelasuri
rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,False,Angers
laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,True,Kagay
natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,False,Souto de Cima
integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,True,Tianta
habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,True,Ivanec
nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,True,Suncheon
a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,False,Tandaltī
sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,True,Jishui
ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,True,Sarmīn
in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,False,Ipubi
erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,True,Angol
in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,False,Buri
platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,True,Chengdong
nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,True,Huamachuco
consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,True,Nāḩiyat Alī ash Sharqī
maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,False,Cairo
at dolor quis odio consequat varius integer ac leo pellentesque,False,Sam Phran
semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam,True,Pirok
integer aliquet massa id lobortis convallis tortor risus dapibus augue,False,Ágios Pétros
sit amet consectetuer adipiscing elit proin interdum mauris non ligula,True,Itsukaichi
quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,True,Novovoronezh
nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,True,Petrikov
pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,True,"Palmas De Gran Canaria, Las"
quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,False,Xiaoyue
nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,False,Vélo
rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,True,Sawangan
aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,True,Ngeni
vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,True,Puerto Princesa
eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,False,Dingqiao
ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,False,Haligue
mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,False,La Courneuve
sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,True,Kihurio
eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,False,Kota Kinabalu
arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,True,Tubalan
nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,False,Macau
tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,True,Tála
in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,True,Jessore
sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,True,Lunenburg
sem praesent id massa id nisl venenatis lacinia aenean sit amet,False,Abomsa
mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,False,Baizhang
accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,False,Lidingö
lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,True,Goya
mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,False,Flandes
sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus,True,Suva Reka
praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,False,Pertunmaa
tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,True,Obiaruku Quarters
sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,True,Yingchengzi
imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,False,Qal‘ah-ye Na‘īm
in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,False,Semambung
etiam faucibus cursus urna ut tellus nulla ut erat id mauris,True,Anyu
suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,True,Kadugadung
dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,True,Tanjungagung
amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,False,München
odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,False,Gunungkendeng
mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,True,Sel’tso
placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,True,Nao
orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,False,Garoua
amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,True,Sakerta Timur
amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,False,Estrada
vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,False,Lachowice
scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,True,Anopog
gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,False,Hudong
adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,True,Josefův Důl
sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non,True,Wangon
eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,False,Skatepark
